accommodates,bathrooms,bedrooms,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,distance_centre,instant_bookable,entire_home,private_room,shared_room,price
3,1.0,2.0,2,3.0,52.3535357929,4.8905411106,2,166,2.913837380779725,0,0,1,0,130.0
2,1.0,1.0,2,1.0,52.3576651553,4.8880120508000005,1,253,2.5141979538243167,1,0,1,0,104.0
2,1.0,1.0,1,1.0,52.3946193366,4.9268688765,3,7,2.530447582333495,0,1,0,0,79.0
3,1.0,1.0,2,1.0,52.413757319,4.9193157397,1,3,4.071172270748978,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3790105621,4.877005327,2,14,1.5213649328417291,0,1,0,0,90.0
4,1.5,2.0,2,1.0,52.3758547936,4.9450953998,2,3,3.119814750661418,0,1,0,0,188.0
2,1.0,1.0,1,1.0,52.3649309683,4.8807119555,4,41,2.0305923602702265,0,1,0,0,200.0
4,1.5,3.0,2,36.0,52.381703153,4.8719241258,2,4,1.8866608938625489,0,1,0,0,159.0
2,1.0,1.0,2,1.0,52.3637289011,4.9089671017,2,25,1.8357933016630257,0,1,0,0,125.0
2,1.0,0.0,1,1.0,52.3688254431,4.911364331,20,0,1.4077392962559707,0,1,0,0,70.0
6,1.0,3.0,1,1.0,52.3638111152,4.8579182279,222,15,3.294362329388084,1,1,0,0,300.0
4,1.5,2.0,4,2.0,52.3589400383,4.8617706521,4,35,3.404787510861738,0,1,0,0,200.0
2,1.0,1.0,1,3.0,52.3645675685,4.8756395399,2,0,2.290299738520883,0,0,1,0,160.0
3,1.0,1.0,2,1.0,52.3542225971,4.9219726212,1,41,3.1680792768733443,0,0,1,0,99.0
2,1.0,1.0,1,1.0,52.3573942589,4.9137473523,2,0,2.6094807133288884,1,1,0,0,75.0
2,1.0,1.0,1,2.0,52.3540055009,4.9078573119,3,0,2.8563290650185884,0,0,1,0,135.0
4,1.0,2.0,2,1.0,52.3442140376,4.8916219001000005,3,13,3.922558513460108,0,1,0,0,160.0
4,3.0,2.0,2,1.0,52.3846831933,4.8856316049,3,9,1.117536641509323,0,1,0,0,300.0
2,1.0,2.0,1,1.0,52.3528648293,4.9272411266,2,1,3.4811184055129183,0,1,0,0,99.0
4,1.5,2.0,2,1.0,52.3812523665,4.8825446818,4,10,1.1681709635029875,0,1,0,0,150.0
2,1.0,1.0,1,2.0,52.3711785116,4.8995352262,4,1,0.8901945142279868,0,1,0,0,189.0
4,1.0,2.0,4,3.0,52.3700737381,4.9016958761,2,40,1.0245220325381144,0,1,0,0,255.0
4,1.0,3.0,1,32.0,52.381622836,4.8522108548,3,0,3.214461359225581,1,1,0,0,149.0
6,1.0,3.0,1,8.0,52.3723211549,4.8987861356,3,3,0.7644428772636136,0,1,0,0,375.0
2,1.0,2.0,1,1.0,52.3578481479,4.9069930878,3,3,2.426375770500409,0,1,0,0,122.0
2,1.0,1.0,1,1.0,52.3745753164,4.8734182983,2,1,1.8376187928324164,0,1,0,0,100.0
4,1.0,1.0,1,1.0,52.3746368368,4.9220488336,3,16,1.6155847675182302,1,1,0,0,110.0
3,1.0,2.0,1,1.0,52.3520533385,4.8491175688,5,0,4.55505953597019,0,1,0,0,90.0
2,1.0,1.0,1,1.0,52.3683176316,4.8742933378,1,28,2.089947658860779,0,1,0,0,195.0
4,1.0,2.0,2,1.0,52.4084554579,4.9022067777,3,1,3.257681050760876,0,1,0,0,90.0
4,1.0,2.0,2,1.0,52.3447416022,4.8984405598,3,0,3.828561004802329,0,1,0,0,139.0
2,1.0,0.0,1,3.0,52.3810122559,4.8865460243,2,11,0.8972032066568485,1,0,1,0,89.0
4,2.5,3.0,1,103.0,52.3542630073,4.8670902305,2,0,3.533824917820521,1,1,0,0,325.0
2,1.0,1.0,1,1.0,52.3597085989,4.942999251,1,24,3.663959150675101,0,0,1,0,50.0
2,1.0,1.0,2,1.0,52.3623344306,4.8903541356,3,7,1.9716140579646408,0,1,0,0,99.0
2,2.0,1.0,1,1.0,52.3566201478,4.925065578,1,0,3.052087342654615,0,0,1,0,50.0
4,1.0,3.0,2,1.0,52.3616475782,4.8508250501,2,1,3.8308355766492914,0,1,0,0,120.0
4,1.0,1.0,2,36.0,52.3826695481,4.8788044856,2,0,1.4516087406298224,0,1,0,0,106.0
2,1.0,1.0,1,2.0,52.3730272758,4.9120446353,2,55,1.0959308242363015,1,0,1,0,61.0
2,1.0,1.0,1,1.0,52.3642216858,4.8629617819,3,1,2.981355646393108,0,1,0,0,85.0
2,1.0,1.0,1,1.0,52.3540517875,4.8893007838,10,1,2.8767044948949776,0,0,1,0,70.0
3,1.0,1.0,1,1.0,52.380860922,4.8697766942000005,3,107,2.0201066578825246,0,1,0,0,99.0
4,1.5,2.0,1,1.0,52.3682941696,4.8534585335,4,1,3.345640235841196,0,1,0,0,315.0
4,1.5,1.0,2,8.0,52.3767787463,4.9031758623,1,5,0.3691519635162181,0,1,0,0,170.0
1,1.0,1.0,1,1.0,52.3678361318,4.9040062216,5,24,1.29921236724735,1,1,0,0,72.0
2,1.0,1.0,1,1.0,52.3815979958,4.8886759502,2,11,0.7771073496669071,0,1,0,0,170.0
3,1.0,2.0,2,2.0,52.3462665166,4.8623293106,3,2,4.441125057931689,0,1,0,0,135.0
2,1.0,2.0,1,1.0,52.3759198008,4.8912674925,3,2,0.6623142269079283,0,1,0,0,159.0
4,1.0,2.0,1,1.0,52.3612575964,4.9824021163,3,128,5.9716973206589605,1,1,0,0,150.0
2,1.0,1.0,2,1.0,52.3738520072,4.8290235574,2,15,4.813016739522189,0,0,1,0,70.0
2,1.0,1.0,1,1.0,52.3667587345,4.8662072078000005,3,6,2.6436148509833424,0,0,1,0,60.0
2,2.0,1.0,1,1.0,52.3836670036,4.8475447612,3,3,3.5544995168118323,0,0,1,0,40.0
4,1.5,2.0,2,1.0,52.3771301207,4.8826738477,3,71,1.1595345061234656,0,1,0,0,300.0
2,1.0,1.0,1,1.0,52.3505236068,4.8889427809,4,35,3.263980313374105,0,1,0,0,120.0
2,1.5,1.0,1,1.0,52.3557376681,4.8268452595,2,2,5.572091096701449,0,0,1,0,38.0
2,1.0,1.0,1,1.0,52.3659487673,4.9062817295,6,13,1.5429888364822946,0,0,1,0,85.0
3,1.0,1.0,2,1.0,52.3633484018,4.8793724376,4,13,2.225011775334176,0,1,0,0,150.0
1,1.0,1.0,1,1.0,52.3670588018,4.841882485,7,0,4.130451688897449,0,0,1,0,49.0
3,1.0,2.0,2,1.0,52.3621346991,4.8573307591,3,68,3.4279205809276423,0,1,0,0,125.0
1,1.0,1.0,1,1.0,52.3700520596,4.9350331081,1,4,2.6200359990688344,0,0,1,0,70.0
4,1.5,2.0,3,3.0,52.3516049687,4.8319103166,2,14,5.5124868952746295,0,1,0,0,114.0
4,1.0,1.0,2,1.0,52.386506408,4.8704961772,2,64,2.1243974890254225,1,1,0,0,100.0
2,1.0,1.0,2,6.0,52.3101516228,5.0006958707,1,11,10.30128958004773,0,0,1,0,75.0
3,1.0,0.0,1,2.0,52.3736349345,4.8585088997,3,9,2.843883200998486,0,1,0,0,100.0
1,1.0,1.0,1,5.0,52.357972513,4.9112971882,2,75,2.49136702601734,0,0,1,0,59.0
4,1.0,1.0,2,1.0,52.374334316,4.8924687605,2,59,0.7170134099472921,0,1,0,0,160.0
2,2.0,1.0,1,1.0,52.3578504442,4.9151701291,1,4,2.600627114528808,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3686696593,4.9288001691000005,3,0,2.3100741946006385,0,1,0,0,125.0
6,2.0,5.0,5,2.0,52.3548448044,4.9897474361,2,11,6.698794861866234,0,1,0,0,280.0
2,1.0,2.0,1,1.0,52.3555758087,4.9091701764,2,9,2.705950315238646,1,1,0,0,143.0
3,1.0,1.0,1,1.0,52.3650828256,4.8653539416000005,2,9,2.793278417006629,0,1,0,0,110.0
2,1.0,1.0,1,2.0,52.3557988784,4.9977426444,1,121,7.159186941026182,0,0,1,0,60.0
2,1.0,1.0,1,3.0,52.3717698616,4.8783529483,1,0,1.6505888936696311,0,1,0,0,255.0
4,1.0,2.0,2,5.0,52.3686911899,4.8871111023000005,7,14,1.4350849815598024,0,1,0,0,175.0
3,1.0,0.0,1,25.0,52.3648598725,4.9382376422,2,0,3.076917011363465,1,1,0,0,109.0
5,1.0,3.0,5,1.0,52.3822038434,4.8723093309,3,2,1.8699762998128155,0,1,0,0,259.0
4,1.0,2.0,4,1.0,52.3677199633,4.9072783051,2,29,1.3812243141694296,0,1,0,0,299.0
6,2.0,3.0,4,10.0,52.3698020554,4.8806279115,3,7,1.647831306736119,0,1,0,0,220.0
2,1.0,1.0,1,1.0,52.3651324667,4.9083717993,2,20,1.6756795066421042,0,1,0,0,145.0
2,1.0,1.0,1,2.0,52.3274023879,4.870902311,2,22,6.0718316588486285,0,0,1,0,64.0
2,1.0,1.0,2,1.0,52.3685637145,4.8601964611,5,17,2.911901554910505,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3689699174,4.870909156,4,4,2.243602809219453,0,1,0,0,125.0
4,1.0,2.0,2,3.0,52.3794259841,4.8933389327,2,12,0.414089035008695,0,1,0,0,144.0
2,1.0,1.0,1,1.0,52.3610167493,4.8997066922,3,2,2.01948005099895,0,1,0,0,169.0
4,1.0,2.0,1,1.0,52.3638789198,4.8531800103,2,1,3.569494107645572,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3666210191,4.8672030265,2,0,2.5944604183275604,0,1,0,0,119.0
2,0.5,1.0,1,1.0,52.3436758222,4.8638828627,1,129,4.625319967835432,1,0,1,0,45.0
2,1.0,1.0,1,1.0,52.3688429058,4.8953243941,1,17,1.182985267845568,0,1,0,0,120.0
2,1.5,1.0,2,1.0,52.3796816066,4.8778166967,186,2,1.4672071954239665,0,1,0,0,100.0
2,1.0,1.0,2,1.0,52.3809469255,4.8734735082,4,40,1.7715798865332235,0,1,0,0,89.0
5,1.0,2.0,4,1.0,52.3786246426,4.8794449647,2,47,1.3571996198725869,0,1,0,0,400.0
2,1.0,1.0,1,1.0,52.3516663856,4.8508749392,3,3,4.495535190905149,0,1,0,0,80.0
2,1.5,1.0,2,1.0,52.384260277,4.8881950779,1,83,0.9478604966102112,0,1,0,0,89.0
2,1.0,0.0,1,106.0,52.3571519255,4.7535129003000005,3,0,10.199097581528664,1,1,0,0,110.0
3,1.0,1.0,2,1.0,52.3835126604,4.8757307631,5,40,1.677876357419389,0,1,0,0,99.0
4,1.0,1.0,3,2.0,52.3783230655,4.8931967797,2,46,0.4337085728199468,0,1,0,0,200.0
2,1.0,1.0,2,1.0,52.3229695243,4.9823480762,2,1,8.40872788552921,1,1,0,0,99.0
4,1.0,2.0,4,1.0,52.3539329288,4.8865080927,2,49,2.94037600989723,0,1,0,0,250.0
2,2.0,1.0,1,2.0,52.3521011728,4.9032270504,2,3,3.021138596273856,0,0,1,0,54.0
2,1.0,0.0,1,1.0,52.3425963088,4.7992523868,1,75,7.921692550788289,0,0,1,0,90.0
2,1.0,1.0,1,1.0,52.3489687105,4.9134197866,2,14,3.489813369445853,0,1,0,0,100.0
2,1.0,1.0,1,2.0,52.3537596078,4.9155549052000005,2,7,3.030245127974032,0,1,0,0,80.0
4,1.5,3.0,1,1.0,52.3572508763,4.9140213216,4,3,2.631213804824235,0,1,0,0,150.0
12,1.5,2.0,4,5.0,52.3937008945,4.9107605333,2,0,1.7863489338876866,0,1,0,0,200.0
2,1.0,0.0,1,1.0,52.3738849057,4.8801629494,3,19,1.4338636419548807,0,1,0,0,120.0
3,1.5,2.0,2,1.0,52.3565643107,4.893221553,4,8,2.549229100507216,0,1,0,0,250.0
2,1.0,1.0,1,1.0,52.3604741601,4.8662557801,3,2,3.0645799608249717,0,0,1,0,68.0
4,1.0,2.0,2,1.0,52.3548142889,4.9002011759,3,16,2.709146614831245,0,1,0,0,160.0
5,1.0,3.0,1,1.0,52.3590668037,4.8570404929,7,0,3.64314873677783,0,1,0,0,155.0
2,3.0,1.0,1,1.0,52.3721022046,4.860468237,1,3,2.758051318027461,0,0,1,0,49.0
3,1.0,1.0,1,2.0,52.3719097704,4.8540082879,2,82,3.185879945302021,0,0,1,0,50.0
4,1.5,2.0,2,2.0,52.3546229444,4.8924349345,2,275,2.770871895786687,1,0,1,0,190.0
8,1.0,2.0,6,8.0,52.3669994746,4.8804493766,2,23,1.8690184653938715,1,1,0,0,299.0
2,1.0,1.0,1,1.0,52.3900926904,4.8793892115,2,1,1.8209888469145843,0,1,0,0,94.0
6,2.5,3.0,1,2.0,52.3633009515,4.8579383767,2,1,3.3229788685660435,0,1,0,0,398.0
4,1.0,3.0,4,1.0,52.3620478712,4.9775442368,4,0,5.63170692320058,0,1,0,0,149.0
3,1.0,1.0,2,1.0,52.3632779173,4.9413605577,1,10,3.3494810510238837,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3676792137,4.8681634303,2,13,2.4770540017278537,0,1,0,0,120.0
2,1.0,1.0,2,1.0,52.3276758809,4.8596874018000005,2,0,6.328157448555105,0,0,1,0,60.0
2,1.0,1.0,1,2.0,52.3693570319,4.8703494371,1,1,2.255274344724151,0,0,1,0,100.0
2,1.0,1.0,1,1.0,52.3844433157,4.8919075469,3,74,0.7754666911002325,0,1,0,0,110.0
2,1.0,1.0,1,1.0,52.3625679518,4.8700779709,2,7,2.71617775738061,0,1,0,0,115.0
8,2.0,4.0,4,1.0,52.3719477117,4.8718254408,2,11,2.038322162242252,0,1,0,0,350.0
4,1.0,2.0,2,1.0,52.356588942,4.8968935505,2,17,2.51732863468909,0,1,0,0,175.0
4,1.5,2.0,1,1.0,52.3736584762,4.867522373,2,3,2.250193376336738,0,1,0,0,109.0
2,1.0,1.0,1,1.0,52.3811331654,4.8471562957,10,0,3.552521838919481,0,1,0,0,60.0
2,1.0,1.0,1,1.0,52.3509737769,4.906665449,2,0,3.173616544090444,0,1,0,0,110.0
3,1.0,2.0,1,1.0,52.3432004622,4.9094365518,4,4,4.056461604881341,0,1,0,0,85.0
2,1.0,2.0,1,1.0,52.3551822608,4.8529211009,3,0,4.132330990494189,0,1,0,0,99.0
3,1.0,1.0,1,1.0,52.3571329009,4.9074368998,3,1,2.510460778285588,0,1,0,0,125.0
3,1.0,1.0,1,1.0,52.3709387766,4.8765350741,5,61,1.8036642378230028,0,1,0,0,135.0
2,1.0,1.0,1,1.0,52.3728456536,4.896738676,2,0,0.7281830225492937,0,0,1,0,62.0
6,1.5,3.0,4,1.0,52.356474364,4.8988647116,7,2,2.5244589356429605,0,1,0,0,275.0
4,1.5,2.0,2,1.0,52.362856091,4.9324316945,3,3,2.882242123385714,0,1,0,0,100.0
2,1.0,1.0,1,1.0,52.3697053147,4.8534352022,5,0,3.2935936116500413,0,1,0,0,125.0
2,1.0,1.0,2,1.0,52.3880681929,4.9281515316,2,8,2.1836799685184003,0,1,0,0,75.0
4,1.0,2.0,2,1.0,52.376275325,4.8716783796000005,3,41,1.9102847557089744,0,1,0,0,148.0
1,2.0,1.0,1,1.0,52.3795752432,4.8750622913,1,0,1.6535872478288278,0,0,1,0,49.0
2,1.0,1.0,1,1.0,52.3547738308,4.8877763028,2,27,2.8260392497836877,0,1,0,0,115.0
2,1.0,1.0,1,2.0,52.3758843956,4.8925215068,3,0,0.5954421869165013,0,0,1,0,158.0
2,1.0,1.0,1,1.0,52.3639192616,4.9132804641,3,2,1.9396429064770329,0,1,0,0,95.0
6,2.5,2.0,4,3.0,52.3673738033,4.889960652,3,10,1.4617405810151918,0,0,1,0,300.0
2,1.0,1.0,1,1.0,52.3444897241,4.9081687232,4,4,3.901285196142315,1,1,0,0,120.0
4,1.0,1.0,1,3.0,52.3787465316,4.8485176586000005,2,5,3.4540444700940043,1,1,0,0,150.0
1,1.0,1.0,1,3.0,52.3521583592,4.8562049596,1,14,4.198315304441814,0,0,1,0,90.0
2,1.0,1.0,1,1.0,52.3804857108,4.8862351512,3,58,0.9066439295783147,0,0,1,0,100.0
2,1.0,1.0,2,1.0,52.3657546706,4.8685271566,3,17,2.573853459105842,0,1,0,0,100.0
4,1.0,1.0,2,1.0,52.3654835398,4.8967693439,2,18,1.533688862933998,0,1,0,0,250.0
2,1.0,1.0,2,3.0,52.3795091402,4.8935288161,2,45,0.4019472626559091,0,1,0,0,140.0
2,1.0,1.0,1,1.0,52.3735746857,4.8467082826,1,19,3.630648970235532,0,1,0,0,85.0
2,1.0,1.0,1,1.0,52.3607936597,4.7907901262,2,0,7.649325303182552,0,1,0,0,129.0
3,2.0,2.0,1,1.0,52.3514806366,4.8562733616,2,1,4.249340008759304,0,1,0,0,175.0
4,1.0,2.0,1,1.0,52.3365414631,4.9121733026,21,0,4.81746669203322,0,1,0,0,100.0
4,1.0,2.0,1,2.0,52.3669294994,4.9068851045,3,12,1.4531736452476722,0,1,0,0,279.0
4,1.5,2.0,2,2.0,52.371494679,4.8924934357000005,2,110,0.9760064170415708,0,0,1,0,155.0
2,1.0,1.0,1,1.0,52.3741659196,4.8462715865,1,4,3.649187174232403,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3573463199,4.9128874291,3,2,2.5933132794542773,0,0,0,1,185.0
4,1.0,2.0,2,9.0,52.3415143814,4.9023295901,30,21,4.1912149022208025,0,1,0,0,65.0
5,1.5,2.0,3,1.0,52.3944791613,4.9162176393,3,0,2.045294090509905,0,1,0,0,150.0
4,2.0,2.0,1,43.0,52.3782626139,4.8904803227,7,26,0.6158356443403356,0,1,0,0,99.0
4,1.0,2.0,1,1.0,52.3735145167,4.871618593,2,10,1.9893443225598495,1,1,0,0,129.0
4,2.0,1.0,1,2.0,52.3539023201,4.8048609329000005,1,0,7.00522389589033,0,1,0,0,160.0
2,1.0,1.0,1,1.0,52.3617854816,4.9068861014,3,5,1.999019259246105,0,1,0,0,80.0
3,1.0,1.0,2,1.0,52.3668595563,4.8535037867,1,1,3.4038093098420728,0,1,0,0,182.0
2,1.0,1.0,1,1.0,52.383564997,4.8732641094,2,12,1.8403371376795497,0,1,0,0,100.0
4,1.0,2.0,2,1.0,52.3960804202,4.9186132006,2,2,2.2838272503189216,0,1,0,0,89.0
2,1.0,1.0,1,1.0,52.3771952211,4.8718707018,2,5,1.8826615911773448,0,0,1,0,85.0
2,1.0,1.0,2,1.0,52.3747812285,4.8742802525,3,5,1.7750885961725635,0,1,0,0,140.0
2,1.0,0.0,1,2.0,52.3650086694,4.8842867048,2,8,1.8811725969555928,0,1,0,0,150.0
3,1.0,1.0,2,2.0,52.3637355876,4.8722690692,2,227,2.518935321954189,0,1,0,0,90.0
3,1.0,1.0,2,1.0,52.36316421,4.9839951863,4,1,6.007403047131641,0,1,0,0,110.0
4,1.5,2.0,1,1.0,52.3477076915,5.0084794762,3,1,8.185152187567544,0,1,0,0,131.0
1,1.0,1.0,1,1.0,52.3443600771,4.8689111323,13,1,4.3896766556734645,0,0,1,0,45.0
6,1.0,3.0,1,1.0,52.3442916923,4.9073102619,2,0,3.9146558437889256,0,1,0,0,200.0
2,1.0,1.0,1,2.0,52.3263152244,4.8807566209,1,1,6.01076888435125,0,0,1,0,75.0
3,1.5,1.0,2,3.0,52.3712527969,4.9359565842,2,10,2.630176554527628,0,0,1,0,79.0
2,1.0,1.0,1,0.0,52.3586233738,4.9279512932,2,5,2.994578855473288,0,0,1,0,60.0
2,1.0,1.0,1,1.0,52.3837218791,4.8732081534,2,23,1.8486689323392809,0,1,0,0,120.0
2,1.0,1.0,1,1.0,52.3517145035,4.9978192459,1,0,7.3411790770155,0,0,1,0,55.0
2,1.0,1.0,1,1.0,52.3307277968,4.885146136,3,5,5.471836235153127,0,1,0,0,99.0
2,1.0,1.0,1,1.0,52.4088998377,4.9665137158,2,4,5.620851279863245,0,0,1,0,95.0
4,2.0,2.0,4,103.0,52.4074280817,4.9302227574,2,3,3.769289020042292,1,1,0,0,225.0
2,1.0,1.0,2,1.0,52.3805554094,4.8566707031,1,9,2.904546925217461,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3525610745,4.9032500695,1,8,2.970357001801688,0,1,0,0,100.0
4,1.0,2.0,4,1.0,52.3435537596,4.8585511339,7,2,4.835022458954177,0,1,0,0,140.0
2,1.0,1.0,1,1.0,52.3546333546,4.8893505833,3,0,2.813167591304072,0,1,0,0,100.0
3,1.0,2.0,1,1.0,52.3539233492,4.87855626,3,0,3.144704405539471,0,1,0,0,180.0
2,1.0,1.0,1,1.0,52.3562384849,4.8995137332,2,6,2.5503847728209146,0,1,0,0,105.0
4,1.0,1.0,2,1.0,52.3615658978,4.8859963207,2,2,2.160108952410814,0,1,0,0,130.0
2,1.0,1.0,2,1.0,52.3540851055,4.9128873114000005,1,7,2.935294826425557,0,1,0,0,120.0
2,1.0,1.0,2,1.0,52.3718713351,4.8807773169,3,0,1.504214663010439,1,1,0,0,165.0
2,1.0,1.0,1,1.0,52.3462815987,4.8907300577,2,1,3.7041993149593857,0,1,0,0,151.0
2,1.0,1.0,1,1.0,52.3631887138,4.9013122273,2,4,1.7826088377355924,0,1,0,0,195.0
2,1.0,0.0,1,1.0,52.364566764,4.9359432432,2,7,2.9625660238366014,0,1,0,0,65.0
4,1.0,2.0,1,1.0,52.3629148092,4.8437622812,4,0,4.187592255389299,0,1,0,0,70.0
2,1.0,1.0,1,1.0,52.3665108466,4.866266353,2,4,2.654715519999886,0,1,0,0,120.0
2,1.0,1.0,1,1.0,52.3801369762,4.8471919112,2,4,3.5451359449715687,0,1,0,0,90.0
2,1.0,0.0,1,106.0,52.3424224009,4.9049752731,2,0,4.102980204898238,0,1,0,0,90.0
2,1.0,1.0,1,1.0,52.3650268812,4.9196216252,2,1,2.0864327901068336,0,1,0,0,149.0
2,1.0,1.0,1,1.0,52.3849134505,4.8856611425,3,22,1.130060169171751,0,1,0,0,123.0
6,1.0,3.0,1,1.0,52.3743787288,4.8778929437,1,5,1.5558122988092349,0,1,0,0,313.0
2,1.5,2.0,2,1.0,52.3560557369,4.8988189749,14,1,2.57102188370632,0,1,0,0,180.0
4,1.0,2.0,2,1.0,52.415766821,4.8840251528,3,10,4.196799019529724,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3569853519,4.9099661054,2,8,2.5688420710446027,0,1,0,0,100.0
4,1.0,2.0,4,1.0,52.3481906732,4.8506093237000005,2,52,4.779284505835039,0,1,0,0,155.0
4,1.0,1.0,4,1.0,52.353563977,4.8549571139,3,7,4.149151770917301,0,1,0,0,99.0
2,1.0,1.0,1,1.0,52.3669635563,4.8652958226,4,24,2.684935548571897,0,1,0,0,105.0
2,1.0,1.0,1,1.0,52.3838661114,4.8556322588,2,9,3.0160257130357184,0,1,0,0,90.0
3,1.0,1.0,2,1.0,52.2914624005,4.9823876957,2,3,11.259012665735195,0,0,1,0,35.0
2,1.0,1.0,2,1.0,52.3814866001,4.8872151420000005,3,6,0.8670775037623082,0,1,0,0,115.0
4,1.0,0.0,1,16.0,52.3740190061,4.8954899968,2,12,0.6336762214867157,0,1,0,0,179.0
2,1.0,1.0,1,1.0,52.3621422985,4.8646027008,3,1,3.028575364911628,0,1,0,0,130.0
2,0.5,1.0,1,3.0,52.3660773257,4.8702846312,2,9,2.4562465740273027,1,0,1,0,55.0
3,1.0,1.0,2,3.0,52.3791719234,4.891934915,2,63,0.5084962563609619,0,1,0,0,145.0
2,1.0,1.0,1,5.0,52.3629620344,4.8794184403,1,1,2.25725673256646,0,0,1,0,80.0
4,2.0,4.0,3,1.0,52.370240477,4.8668355492,2,12,2.424617169120733,0,1,0,0,320.0
2,1.0,1.0,2,1.0,52.3768008422,4.8495668865,2,27,3.3929893809926868,1,0,1,0,70.0
4,1.0,1.0,1,1.0,52.3633229629,4.865016183,2,4,2.9258275590506457,0,1,0,0,125.0
2,1.0,0.0,1,1.0,52.3387541717,4.9192767596,3,1,4.690836959201792,0,1,0,0,100.0
4,1.0,2.0,4,1.0,52.3966861095,4.9146258504,2,2,2.200581615830657,0,1,0,0,160.0
2,1.0,1.0,1,1.0,52.3510065205,4.8474050474,3,3,4.719205993180639,0,1,0,0,55.0
4,1.0,3.0,1,1.0,52.3730489855,4.9021861075,4,1,0.7074459885058427,0,1,0,0,200.0
2,1.0,1.0,1,1.0,52.378141816,4.8746174801,5,0,1.6872485220602913,0,1,0,0,140.0
1,1.0,1.0,1,1.0,52.3609882922,4.8549165029,1,1,3.6349093621628494,0,0,1,0,40.0
3,1.0,1.0,1,1.0,52.3874046312,4.879621679,2,180,1.6244506523794684,1,0,1,0,75.0
2,1.0,1.0,1,1.0,52.371755755,4.8580227952,6,6,2.928065305923035,0,1,0,0,70.0
4,1.0,1.0,2,1.0,52.3466856828,4.8085419917,2,35,7.147464328654849,0,1,0,0,76.0
4,1.0,2.0,2,1.0,52.3539886132,4.9089820879,2,26,2.87440796956044,0,1,0,0,149.0
2,1.0,1.0,1,1.0,52.3642159902,4.9076797536,2,217,1.7554742385596511,0,0,1,0,110.0
2,1.0,1.0,1,1.0,52.3903318088,4.8807697476000005,14,0,1.7706746859631386,0,0,1,0,38.0
2,1.0,1.0,1,1.0,52.3723562616,4.8495782367,2,2,3.4661809510807595,1,1,0,0,99.0
2,1.0,0.0,1,106.0,52.3601667597,4.8901464659,3,0,2.205717288026625,0,0,1,0,148.0
4,1.0,2.0,2,43.0,52.3555314039,4.8993160038,2,14,2.6289646305463856,0,1,0,0,200.0
2,1.0,1.0,1,1.0,52.3528624227,4.8936385399,1,6,2.951828528528367,0,0,1,0,79.0
2,1.0,1.0,1,1.0,52.3473982958,4.8481235229,2,37,4.96006924602212,0,1,0,0,90.0
4,1.0,2.0,2,1.0,52.3686978588,4.8868507618,2,8,1.4448448819102329,0,1,0,0,175.0
4,1.0,2.0,2,1.0,52.3762954981,4.8961561486,1,185,0.3908212593192392,1,0,1,0,177.0
4,1.0,1.0,2,2.0,52.346001477,4.8929135714,1,9,3.714391891275732,0,0,1,0,75.0
2,2.0,1.0,2,2.0,52.375121952,4.8828208088,2,115,1.2140535656719922,1,0,1,0,119.0
2,1.0,1.0,1,6.0,52.371156112,4.8973491781,3,19,0.9037590891959194,0,0,1,0,109.0
2,1.0,1.0,2,43.0,52.3741037012,4.873661221,2,14,1.837245784552072,0,1,0,0,115.0
2,2.5,1.0,1,1.0,52.3565242354,4.887779507,1,3,2.639787603178465,0,0,1,0,125.0
3,1.0,1.0,2,4.0,52.3849816952,4.8932572674,3,14,0.7679394489865831,1,0,1,0,99.0
2,1.0,1.0,2,1.0,52.3709914917,4.8698842718,2,5,2.2017569119343703,0,1,0,0,150.0
4,1.5,2.0,2,3.0,52.3714166191,4.8838783962,3,2,1.3635300780770492,1,1,0,0,400.0
3,1.0,2.0,1,1.0,52.3747307861,4.8461719717000005,3,2,3.6467861933192895,0,1,0,0,121.0
2,1.0,1.0,1,1.0,52.4104543831,4.9014439176,2,4,3.4770494694111904,0,1,0,0,60.0
3,1.0,2.0,2,3.0,52.3793293603,4.869655708,1,128,2.0198468184330745,1,0,1,0,109.0
2,1.0,1.0,1,1.0,52.3610675414,4.8674061108,2,15,2.962498981670368,0,1,0,0,115.0
2,1.0,0.0,1,1.0,52.3549597282,4.8924752775,2,10,2.733533313784215,0,1,0,0,120.0
2,1.0,1.0,1,2.0,52.3325051138,4.8811556572,2,15,5.33397098022729,0,1,0,0,95.0
2,2.0,1.0,1,1.0,52.3749532059,4.8784181583,2,2,1.501167696966873,0,1,0,0,120.0
1,1.0,1.0,1,1.0,52.3449773001,4.8880945988,1,1,3.87883232972444,0,0,1,0,43.0
2,1.0,1.0,1,1.0,52.3725914422,4.8940445008,2,22,0.8191734677123159,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.366722075,4.8961438525,4,19,1.4032234586780217,0,1,0,0,160.0
